Co. Corp TKR,Total,Banks,Financial Services,Diversified Banks,Consumer Finance,Utilities,Real Estate,Supranationals,Industrial Other,Commercial Finance,Government Development Banks,Consumer Services,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Food & Beverage,Life Insurance,Metals & Mining,Machinery Manufacturing,Wireless Telecommunications Services,Electrical Equipment Manufacturing,Exploration & Production,Property & Casualty Insurance,Software & Services,Health Care Facilities & Services,Retail - Consumer Discretionary,Travel & Lodging,Pipeline,Pharmaceuticals,Wireline Telecommunications Services,Integrated Oils,Construction Materials Manufacturing,Hardware,Airlines,Coal Operations,Homebuilders,Oil & Gas Services & Equipment,Supermarkets & Pharmacies,Railroad,Auto Parts Manufacturing,Others,<blank>
MLSEL,239712300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239712300,
MLSCO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MLS,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLRUCB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLPLIJ,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
MLPLEX,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLOGBZ,28677776,,,,,,,,,,,,28677776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLNVBZ,59843374,,,,,,,,,,,,59843374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLNK,72125000,,,,,,,,,,,,72125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLNHMS,593172500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593172500,,,,,,
MLM,3055000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055000000,,,,,,,,,,
MLLSKF,26985711,,26985711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLKFDN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLINVS,49870860,,,,,,49870860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MLI,287000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287000000,
MLHR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MLHOLD,87210068,,,,,,87210068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLHKFP,73619400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73619400,
MLGPW,24539800,,,,,,24539800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLFP,2197540980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197540980,,
MLEDUF,14723880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14723880,
MLDDFP,2179502,,,,,,2179502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLCLN,200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,,,,,,,,,,,,,,,
MLCBO,25783390,,25783390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLBNGO,11042910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11042910,
MKYSUG,39435000,,,,,,,,,,,,,,,,39435000,,,,,,,,,,,,,,,,,,,,,,,,,,
MKTRED,6484184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6484184,
MKTLN,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKTECH,6281587,,,,,,,,6281587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKRTB,121357305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121357305,,,,,,
MKPLOD,17673763,,,,,,,,,,,,17673763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKOPRO,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKL,2914657000,,,,,,,,,,,,,,,,,,,,,,,2914657000,,,,,,,,,,,,,,,,,,,
MKKK,1507045571,,1507045571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKKALT,625764900,,625764900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKDKMK,255428000,,,,,,255428000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKC,3305000000,,,,,,,,,,,,,,,,3305000000,,,,,,,,,,,,,,,,,,,,,,,,,,
MKBLES,52193700,,,,,,,,,52193700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKAPTS,1500000,,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJRDEV,4759110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4759110,,,,,,
MJDTB,125323230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125323230,,,,,,
MJAAVA,28771650,,,,,,28771650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZZI,30674750,,30674750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZZEN,264345580,,,,264345580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZUIJ,44316420,44316420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZUHO,87733705779,43234910450,3346603364,41152191965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZTST,91441100,,91441100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZBAL,11079105,,,,11079105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIYABK,137161650,137161650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITWAR,365397200,,,,,,,,,,,,365397200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITTOA,416550069,,,,,,,,,,,,,,,411301350,,,,,,,,,,,,,,,,,,,,,,,,,,5248719,
MITTEN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSWT,393013130,,,,,,,,,,,,393013130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSTB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSRE,2858023700,,,,,,2858023700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSOL,1227687556,,,,,,,,,,,,1227687556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSMI,547912200,,,,,,,,,,,,,,,,,,547912200,,,,,,,,,,,,,,,,,,,,,,,,
MITSES,456471100,,,,,,,,,,,,456471100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSCO,1603029900,,,,,,,,,,,,,,,,,,1603029900,,,,,,,,,,,,,,,,,,,,,,,,
MITPTB,1127340672,,,,,,,,,,,,,,,,1127340672,,,,,,,,,,,,,,,,,,,,,,,,,,
MITMK,70000000,,,,,,,,,,,70000000,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
MITMAT,685257450,,,,,,,,,,,,,,,,,,685257450,,,,,,,,,,,,,,,,,,,,,,,,
MITIM,213279083,,213279083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITHI,2147947850,,,,,,,,,,,,,,,,,,,,,2147947850,,,,,,,,,,,,,,,,,,,,,
MITGAS,91257500,,,,,,,,,,,,,,,91257500,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITEST,7744362785,,,,,,7744362785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITELC,365764400,,,,,,,,,,,,,,,,,,,,,365764400,,,,,,,,,,,,,,,,,,,,,
MITCO,8736412377,,251170963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8485241414,
MITCN,39168990,,,,,,,,,,,,,,,,,,,,,,,,39168990,,,,,,,,,,,,,,,,,,
MITCHM,4110259500,,,,,,,,,,,,,,,4064538950,,,,,,,,,,,,,,,,,,,,,,,,,,45720550,
MITBKT,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITAUT,82296990,,,,,,,,,82296990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISUMI,1000000,,,,,,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSUH,141700000,,,,,,141700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSIP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MISPWR,139832175,,,,,139832175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISPIN,86355098,,,,,,,,,,,,,,,,,,86355098,,,,,,,,,,,,,,,,,,,,,,,,
MISN,8000000,8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISHOE,79581000,,,,,,,,,,,79581000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISHIT,125147576,,,,,,125147576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISFIN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISBAP,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAWH,9144110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9144110,,,,,,
MIRSEC,463156000,,463156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRPTC,125130000,125130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRLCY,49156395,,,,,,49156395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRHLD,150574875,,,,,,,,150574875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRCAP,639155280,,639155280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRAX,271897900,,271897900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRATO,173979000,,173979000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRAIL,2.38197E+11,,,,,,,,,,,,2.38197E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIOAU,150000000,,,,,,,,,,,,150000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINVBZ,123708623,,,,,,123708623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINTTB,795593900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795593900,
MINTSP,306768060,,,,,,306768060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINTOP,68217806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68217806,,,,,,
MINTO,53493347,,53493347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINSUR,450000000,,,,,,,,,,,,,,,,,,450000000,,,,,,,,,,,,,,,,,,,,,,,,
MINMUT,125000000,,,,,,,,,,,,,,,,,125000000,,,,,,,,,,,,,,,,,,,,,,,,,
MINMET,8431470976,,127329600,,,,716557100,,,,,,,,,,,,7587584276,,,,,,,,,,,,,,,,,,,,,,,,
MINICE,146751808,,,,,,,,,,,,,146751808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINI,250000000,,,,,,,,,,,,250000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINGNO,5444925899,5444925899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINGKE,53737277,,,,53737277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINGFA,220000000,,,,,,220000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINFIN,200000000,,,,,,,,,200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINESP,12269900,,12269900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINEBA,182515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182515000,,,,,,,,,
MINCBO,1760330,,1760330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINCAP,2100000000,,,,,,,,,,,,,2100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINBNK,35083600,35083600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINAYA,3509191,,3509191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINASG,1270000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270000000,
MINANC,187500000,,187500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINABK,91441100,0,91441100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMIIN,3898650,,3898650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILUCO,175433500,,175433500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILSSA,74094408,,,,,,,,74094408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILSRV,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
MILSCP,5000000,,,,,,,,,,,,,,,,,,,5000000,,,,,,,,,,,,,,,,,,,,,,,
MILRIN,15594600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15594600,,,,,,
MILPW,382774600,382774600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILPOC,343000000,,,,,,,,,,,,,,,,,,343000000,,,,,,,,,,,,,,,,,,,,,,,,
MILOBZ,7711775,,7711775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLST,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLER,7361940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7361940,
MILLCU,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLAR,131250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131250000,
MILINV,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILIAR,7662840,,,,,,,,7662840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILAIR,88816050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88816050,
MIKROT,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIKL,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MIK,510000000,,,,,,,,,,,,,,,,,,,,,,,,,,510000000,,,,,,,,,,,,,,,,
MIJURM,3890510,,,,,,,,3890510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIJTEC,1852624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852624,,,,,,,
MIICF,2048522000,,,,,,,,,,,,,,,,,,,,2048522000,,,,,,,,,,,,,,,,,,,,,,
MIHOAS,127329600,,,,,,,,127329600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIGGA,462381366,,462381366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIG,180000000,,,,,,,,,,,,,,,,,,,,,,,180000000,,,,,,,,,,,,,,,,,,,
MIFLIN,1000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIFIPA,10000000,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIFIMT,36809700,,36809700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIFEL,150000000,150000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIEVCO,926312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926312,
MIEQGR,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIELIL,91278780,,91278780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIEHOL,315916000,,,,,,,,,,,,,,,,,,,,,,315916000,,,,,,,,,,,,,,,,,,,,
MIDWFC,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDSPA,8242550,8242550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDRIT,54809580,,,,,,54809580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDRI,44651565,,44651565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDLND,110650000,110650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDIPL,136655476,,,,,,136655476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDHEA,208110000,,,,,,,,,,,,,,,,,,,,,,,,,208110000,,,,,,,,,,,,,,,,,
MIDGEN,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDFIR,16000000,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDEAZ,700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000000,
MIDEAP,558197500,,,,,,558197500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCON,550000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000000,
MIDCOG,534390000,,,,,,,,,,,,,534390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCHR,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDATL,544950000,,544950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDATB,49745390,,,,,,,,,,,,,,,,,,,,,,,,,,49745390,,,,,,,,,,,,,,,,
MIDAM,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICTEC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MICRAR,4158628,,,,,,,,,,,,,,,,,,,,,,,4158628,,,,,,,,,,,,,,,,,,,
MICPER,38650185,,,,,,,,38650185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICCN,347043795,,,,,,,,,,,,,,,,,,,,,,,347043795,,,,,,,,,,,,,,,,,,,
MICBAK,227500000,,,,,,,,,,,227500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,852500000,,,,,100000000,,,,,,,752500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIBAN,101669700,101669700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIBA,71410205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71410205,,
MIARU,26312700,26312700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIARTS,3535000,,,,,,,,,,,3535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIARKO,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
MIANYA,1599504580,,1599504580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIAMIC,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
MHTNCC,3225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225000,
MHSPIN,670988854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670988854,,,,
MHSINC,226465000,,,,,,,,,,,,,,,,,,,,,,,,,226465000,,,,,,,,,,,,,,,,,
MHRCLL,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
MHRC,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
MHPSA,995600000,,,,,,,,,,,,,,,,995600000,,,,,,,,,,,,,,,,,,,,,,,,,,
MHO,636250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636250000,,,,,,
MHLD,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
MHK,1581592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581592000,
MHHOIN,14035140,,,,,,14035140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHGNO,577019100,,,,,,,,,,,,,,,,577019100,,,,,,,,,,,,,,,,,,,,,,,,,,
MHEIM,3188947,,,,,,,,,,,,,,,,,,,,,,,,,,3188947,,,,,,,,,,,,,,,,
MHCR,7589997,,,,7589997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGTECH,1874948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874948,,,,,,,,,
MGTDVS,228043400,,,,,,,,228043400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGRTIT,73200716,,,,,,73200716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGRC,60000000,,,,,,,,60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGRAU,883837500,,,,,,883837500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGPI,20000000,,,,,,,,,,,,,,,,20000000,,,,,,,,,,,,,,,,,,,,,,,,,,
MGNGR,6134938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6134938,
MGMREA,20896764,,,,,,,,20896764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGMGPO,1550043000,,,,,,1550043000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGMEDI,18526240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18526240,
MGMAIN,167704328,,,,167704328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGM,6350000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6350000000,
MGLU,91701000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91701000,
MGLN,400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000,
MGLCBZ,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGJONE,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGINVT,49079600,,,,,,49079600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGI,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGFLIN,297281201,,,,297281201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGFIN,245398000,,,,,,,,,,,,,,,245398000,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGEE,322283300,,,,,322283300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGECJV,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGECAP,45000000,,,,,,,,,,,45000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGDLIN,802437041,,,,,,,,,,,,,,,,,,,,,,,802437041,,,,,,,,,,,,,,,,,,,
MGCN,3149199100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3149199100,,
MGAGIN,5801191,,,,,,,,,,,,,,,,,,,,,,,,5801191,,,,,,,,,,,,,,,,,,
MFTRST,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSTWW,1699000000,,,,,,,,,,,1699000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFRVF,268171500,,,,,,,,,,,,,,,,,,268171500,,,,,,,,,,,,,,,,,,,,,,,,
MFNHAU,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFLTD,3089242965,3089242965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFKCAR,5262540,,,,5262540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFINPN,4000000,,,,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFINIJ,9232588,,,,9232588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFICN,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MFCRP,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFCPAC,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
MFCIOM,12987000,,,,,,,,,12987000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFCFIN,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFCCN,11922349122,1150532622,,,,,,,,,,,,,,,,10771816500,,,,,,,,,,,,,,,,,,,,,,,,,
MFBBN,11776000,,,,,,11776000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFAINV,2648631,,,,,,,,,,,,,,,,,,,,,,,2648631,,,,,,,,,,,,,,,,,,,
MF,403617000,,403617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEZPHA,15284148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15284148,,,,,,,,,,,,,
MEYTHR,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEYERC,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEYDAN,190582700,,,,,,,,190582700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXSTS,99000000,,99000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXPRA,87001292,,,,,,,,,,,87001292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXMK,102171200,,,,,,,,,,,,102171200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXIIS,370370600,,,,,,,,370370600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXCAT,6000000000,,,,,,,,,,,,6000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXCAP,122699,,122699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXAMX,13376925,,,,,,,,,13376925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEXAIR,77586900,,77586900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METZFI,264925232,,,,,,,,,,,,,,,,,,,,,,,264925232,,,,,,,,,,,,,,,,,,,
